15000,,700 aed,2022,,1289727 coins,,,2021
11000,,550 aed,,,,,,
8440,,400 aed,,,,,,
34440,,,,,,,,
1632.227488,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,2023v,,,,,
